[eval] step 0: accuracy=0.3594
{'loss': '0.08737', 'grad_norm': '3.2', 'learning_rate': '3e-06', 'num_tokens': '1.585e+04', 'completions/mean_length': '171.5', 'completions/min_length': '51', 'completions/max_length': '480', 'completions/clipped_ratio': '0', 'completions/mean_terminated_length': '171.5', 'completions/min_terminated_length': '51', 'completions/max_terminated_length': '480', 'rewards/exact_answer_reward/mean': '0.4688', 'rewards/exact_answer_reward/std': '0.503', 'reward': '0.4688', 'reward_std': '0.503', 'frac_reward_zero_std': '0.25', 'entropy': '0.2471', 'clip_ratio/low_mean': '0', 'clip_ratio/low_min': '0', 'clip_ratio/high_mean': '0', 'clip_ratio/high_max': '0', 'clip_ratio/region_mean': '0', 'step_time': '69.14', 'epoch': '0.01562'}
{'loss': '0.02692', 'grad_norm': '1.829', 'learning_rate': '1.554e-06', 'num_tokens': '5.304e+06', 'completions/mean_length': '289.1', 'completions/min_length': '153', 'completions/max_length': '512', 'completions/clipped_ratio': '0.1094', 'completions/mean_terminated_length': '261.7', 'completions/min_terminated_length': '153', 'completions/max_terminated_length': '410', 'rewards/exact_answer_reward/mean': '0.4688', 'rewards/exact_answer_reward/std': '0.503', 'reward': '0.4688', 'reward_std': '0.503', 'frac_reward_zero_std': '0.5', 'entropy': '0.09782', 'clip_ratio/low_mean': '0', 'clip_ratio/low_min': '0', 'clip_ratio/high_mean': '0', 'clip_ratio/high_max': '0', 'clip_ratio/region_mean': '0', 'step_time': '88.85', 'epoch': '3.781'}
{'loss': '0.02014', 'grad_norm': '1.506', 'learning_rate': '1.548e-06', 'num_tokens': '5.326e+06', 'completions/mean_length': '264.8', 'completions/min_length': '148', 'completions/max_length': '512', 'completions/clipped_ratio': '0.07812', 'completions/mean_terminated_length': '243.8', 'completions/min_terminated_length': '148', 'completions/max_terminated_length': '504', 'rewards/exact_answer_reward/mean': '0.6875', 'rewards/exact_answer_reward/std': '0.4672', 'reward': '0.6875', 'reward_std': '0.4672', 'frac_reward_zero_std': '0.75', 'entropy': '0.09851', 'clip_ratio/low_mean': '0', 'clip_ratio/low_min': '0', 'clip_ratio/high_mean': '0', 'clip_ratio/high_max': '0', 'clip_ratio/region_mean': '0', 'step_time': '90.17', 'epoch': '3.797'}
{'loss': '-0.01974', 'grad_norm': '2.136', 'learning_rate': '1.542e-06', 'num_tokens': '5.347e+06', 'completions/mean_length': '255.6', 'completions/min_length': '163', 'completions/max_length': '444', 'completions/clipped_ratio': '0', 'completions/mean_terminated_length': '255.6', 'completions/min_terminated_length': '163', 'completions/max_terminated_length': '444', 'rewards/exact_answer_reward/mean': '0.7188', 'rewards/exact_answer_reward/std': '0.4532', 'reward': '0.7188', 'reward_std': '0.4532', 'frac_reward_zero_std': '0.375', 'entropy': '0.05545', 'clip_ratio/low_mean': '0', 'clip_ratio/low_min': '0', 'clip_ratio/high_mean': '0', 'clip_ratio/high_max': '0', 'clip_ratio/region_mean': '0', 'step_time': '66.92', 'epoch': '3.812'}
{'loss': '-0.003147', 'grad_norm': '1.53', 'learning_rate': '1.536e-06', 'num_tokens': '5.37e+06', 'completions/mean_length': '276', 'completions/min_length': '136', 'completions/max_length': '512', 'completions/clipped_ratio': '0.01562', 'completions/mean_terminated_length': '272.3', 'completions/min_terminated_length': '136', 'completions/max_terminated_length': '506', 'rewards/exact_answer_reward/mean': '0.6406', 'rewards/exact_answer_reward/std': '0.4836', 'reward': '0.6406', 'reward_std': '0.4836', 'frac_reward_zero_std': '0.625', 'entropy': '0.077', 'clip_ratio/low_mean': '0', 'clip_ratio/low_min': '0', 'clip_ratio/high_mean': '0', 'clip_ratio/high_max': '0', 'clip_ratio/region_mean': '0', 'step_time': '89.15', 'epoch': '3.828'}
{'loss': '0.02633', 'grad_norm': '2.074', 'learning_rate': '1.53e-06', 'num_tokens': '5.392e+06', 'completions/mean_length': '259.7', 'completions/min_length': '148', 'completions/max_length': '402', 'completions/clipped_ratio': '0', 'completions/mean_terminated_length': '259.7', 'completions/min_terminated_length': '148', 'completions/max_terminated_length': '402', 'rewards/exact_answer_reward/mean': '0.3594', 'rewards/exact_answer_reward/std': '0.4836', 'reward': '0.3594', 'reward_std': '0.4836', 'frac_reward_zero_std': '0.375', 'entropy': '0.07828', 'clip_ratio/low_mean': '0', 'clip_ratio/low_min': '0', 'clip_ratio/high_mean': '0', 'clip_ratio/high_max': '0', 'clip_ratio/region_mean': '0', 'step_time': '60.68', 'epoch': '3.844'}
{'loss': '-0.01435', 'grad_norm': '2.202', 'learning_rate': '1.524e-06', 'num_tokens': '5.413e+06', 'completions/mean_length': '254.3', 'completions/min_length': '151', 'completions/max_length': '371', 'completions/clipped_ratio': '0', 'completions/mean_terminated_length': '254.3', 'completions/min_terminated_length': '151', 'completions/max_terminated_length': '371', 'rewards/exact_answer_reward/mean': '0.7656', 'rewards/exact_answer_reward/std': '0.427', 'reward': '0.7656', 'reward_std': '0.427', 'frac_reward_zero_std': '0.5', 'entropy': '0.07061', 'clip_ratio/low_mean': '0', 'clip_ratio/low_min': '0', 'clip_ratio/high_mean': '0', 'clip_ratio/high_max': '0', 'clip_ratio/region_mean': '0', 'step_time': '58.63', 'epoch': '3.859'}
{'loss': '-0.007367', 'grad_norm': '2.551', 'learning_rate': '1.518e-06', 'num_tokens': '5.436e+06', 'completions/mean_length': '268.5', 'completions/min_length': '148', 'completions/max_length': '512', 'completions/clipped_ratio': '0.04688', 'completions/mean_terminated_length': '256.5', 'completions/min_terminated_length': '148', 'completions/max_terminated_length': '445', 'rewards/exact_answer_reward/mean': '0.6562', 'rewards/exact_answer_reward/std': '0.4787', 'reward': '0.6562', 'reward_std': '0.4787', 'frac_reward_zero_std': '0.5', 'entropy': '0.08349', 'clip_ratio/low_mean': '0', 'clip_ratio/low_min': '0', 'clip_ratio/high_mean': '0', 'clip_ratio/high_max': '0', 'clip_ratio/region_mean': '0', 'step_time': '93.4', 'epoch': '3.875'}
{'loss': '0.01194', 'grad_norm': '1.954', 'learning_rate': '1.512e-06', 'num_tokens': '5.457e+06', 'completions/mean_length': '251', 'completions/min_length': '169', 'completions/max_length': '423', 'completions/clipped_ratio': '0', 'completions/mean_terminated_length': '251', 'completions/min_terminated_length': '169', 'completions/max_terminated_length': '423', 'rewards/exact_answer_reward/mean': '0.7656', 'rewards/exact_answer_reward/std': '0.427', 'reward': '0.7656', 'reward_std': '0.427', 'frac_reward_zero_std': '0.5', 'entropy': '0.06959', 'clip_ratio/low_mean': '0', 'clip_ratio/low_min': '0', 'clip_ratio/high_mean': '0', 'clip_ratio/high_max': '0', 'clip_ratio/region_mean': '0', 'step_time': '63.7', 'epoch': '3.891'}
[eval] step 250: accuracy=0.5625
{'loss': '-0.005598', 'grad_norm': '1.427', 'learning_rate': '1.506e-06', 'num_tokens': '5.475e+06', 'completions/mean_length': '213.2', 'completions/min_length': '135', 'completions/max_length': '346', 'completions/clipped_ratio': '0', 'completions/mean_terminated_length': '213.2', 'completions/min_terminated_length': '135', 'completions/max_terminated_length': '346', 'rewards/exact_answer_reward/mean': '0.9062', 'rewards/exact_answer_reward/std': '0.2938', 'reward': '0.9062', 'reward_std': '0.2938', 'frac_reward_zero_std': '0.75', 'entropy': '0.05461', 'clip_ratio/low_mean': '0', 'clip_ratio/low_min': '0', 'clip_ratio/high_mean': '0', 'clip_ratio/high_max': '0', 'clip_ratio/region_mean': '0', 'step_time': '48.93', 'epoch': '3.906'}
{'loss': '0.00872', 'grad_norm': '2.207', 'learning_rate': '1.5e-06', 'num_tokens': '5.493e+06', 'completions/mean_length': '205', 'completions/min_length': '139', 'completions/max_length': '512', 'completions/clipped_ratio': '0.01562', 'completions/mean_terminated_length': '200.1', 'completions/min_terminated_length': '139', 'completions/max_terminated_length': '365', 'rewards/exact_answer_reward/mean': '0.6406', 'rewards/exact_answer_reward/std': '0.4836', 'reward': '0.6406', 'reward_std': '0.4836', 'frac_reward_zero_std': '0.625', 'entropy': '0.0905', 'clip_ratio/low_mean': '0', 'clip_ratio/low_min': '0', 'clip_ratio/high_mean': '0', 'clip_ratio/high_max': '0', 'clip_ratio/region_mean': '0', 'step_time': '88.25', 'epoch': '3.922'}
{'loss': '0.05826', 'grad_norm': '2.337', 'learning_rate': '1.494e-06', 'num_tokens': '5.515e+06', 'completions/mean_length': '273.2', 'completions/min_length': '128', 'completions/max_length': '512', 'completions/clipped_ratio': '0.0625', 'completions/mean_terminated_length': '257.3', 'completions/min_terminated_length': '128', 'completions/max_terminated_length': '489', 'rewards/exact_answer_reward/mean': '0.6719', 'rewards/exact_answer_reward/std': '0.4732', 'reward': '0.6719', 'reward_std': '0.4732', 'frac_reward_zero_std': '0.375', 'entropy': '0.1112', 'clip_ratio/low_mean': '0', 'clip_ratio/low_min': '0', 'clip_ratio/high_mean': '0', 'clip_ratio/high_max': '0', 'clip_ratio/region_mean': '0', 'step_time': '89.35', 'epoch': '3.938'}
{'loss': '-0.01193', 'grad_norm': '1.91', 'learning_rate': '1.488e-06', 'num_tokens': '5.535e+06', 'completions/mean_length': '240.9', 'completions/min_length': '130', 'completions/max_length': '455', 'completions/clipped_ratio': '0', 'completions/mean_terminated_length': '240.9', 'completions/min_terminated_length': '130', 'completions/max_terminated_length': '455', 'rewards/exact_answer_reward/mean': '0.8438', 'rewards/exact_answer_reward/std': '0.366', 'reward': '0.8438', 'reward_std': '0.366', 'frac_reward_zero_std': '0.625', 'entropy': '0.07096', 'clip_ratio/low_mean': '0', 'clip_ratio/low_min': '0', 'clip_ratio/high_mean': '0', 'clip_ratio/high_max': '0', 'clip_ratio/region_mean': '0', 'step_time': '64.76', 'epoch': '3.953'}
{'loss': '-0.01693', 'grad_norm': '0.9617', 'learning_rate': '1.482e-06', 'num_tokens': '5.556e+06', 'completions/mean_length': '246', 'completions/min_length': '176', 'completions/max_length': '506', 'completions/clipped_ratio': '0', 'completions/mean_terminated_length': '246', 'completions/min_terminated_length': '176', 'completions/max_terminated_length': '506', 'rewards/exact_answer_reward/mean': '0.9375', 'rewards/exact_answer_reward/std': '0.244', 'reward': '0.9375', 'reward_std': '0.244', 'frac_reward_zero_std': '0.875', 'entropy': '0.05377', 'clip_ratio/low_mean': '0', 'clip_ratio/low_min': '0', 'clip_ratio/high_mean': '0', 'clip_ratio/high_max': '0', 'clip_ratio/region_mean': '0', 'step_time': '84.55', 'epoch': '3.969'}
{'loss': '-0.01648', 'grad_norm': '2.35', 'learning_rate': '1.476e-06', 'num_tokens': '5.572e+06', 'completions/mean_length': '189', 'completions/min_length': '111', 'completions/max_length': '292', 'completions/clipped_ratio': '0', 'completions/mean_terminated_length': '189', 'completions/min_terminated_length': '111', 'completions/max_terminated_length': '292', 'rewards/exact_answer_reward/mean': '0.75', 'rewards/exact_answer_reward/std': '0.4364', 'reward': '0.75', 'reward_std': '0.4364', 'frac_reward_zero_std': '0.75', 'entropy': '0.06889', 'clip_ratio/low_mean': '0', 'clip_ratio/low_min': '0', 'clip_ratio/high_mean': '0', 'clip_ratio/high_max': '0', 'clip_ratio/region_mean': '0', 'step_time': '40.49', 'epoch': '3.984'}
{'loss': '0.0802', 'grad_norm': '2.607', 'learning_rate': '1.47e-06', 'num_tokens': '5.591e+06', 'completions/mean_length': '231.4', 'completions/min_length': '134', 'completions/max_length': '512', 'completions/clipped_ratio': '0.04688', 'completions/mean_terminated_length': '217.6', 'completions/min_terminated_length': '134', 'completions/max_terminated_length': '507', 'rewards/exact_answer_reward/mean': '0.5781', 'rewards/exact_answer_reward/std': '0.4978', 'reward': '0.5781', 'reward_std': '0.4978', 'frac_reward_zero_std': '0.375', 'entropy': '0.07821', 'clip_ratio/low_mean': '0', 'clip_ratio/low_min': '0', 'clip_ratio/high_mean': '0', 'clip_ratio/high_max': '0', 'clip_ratio/region_mean': '0', 'step_time': '86.9', 'epoch': '4'}
{'loss': '0.02188', 'grad_norm': '2.172', 'learning_rate': '1.464e-06', 'num_tokens': '5.612e+06', 'completions/mean_length': '236.4', 'completions/min_length': '129', 'completions/max_length': '512', 'completions/clipped_ratio': '0.09375', 'completions/mean_terminated_length': '207.9', 'completions/min_terminated_length': '129', 'completions/max_terminated_length': '475', 'rewards/exact_answer_reward/mean': '0.8125', 'rewards/exact_answer_reward/std': '0.3934', 'reward': '0.8125', 'reward_std': '0.3934', 'frac_reward_zero_std': '0.625', 'entropy': '0.09253', 'clip_ratio/low_mean': '0', 'clip_ratio/low_min': '0', 'clip_ratio/high_mean': '0', 'clip_ratio/high_max': '0', 'clip_ratio/region_mean': '0', 'step_time': '87.57', 'epoch': '4.016'}
{'loss': '0.04829', 'grad_norm': '2.178', 'learning_rate': '1.458e-06', 'num_tokens': '5.633e+06', 'completions/mean_length': '248.2', 'completions/min_length': '114', 'completions/max_length': '512', 'completions/clipped_ratio': '0.04688', 'completions/mean_terminated_length': '235.3', 'completions/min_terminated_length': '114', 'completions/max_terminated_length': '421', 'rewards/exact_answer_reward/mean': '0.6875', 'rewards/exact_answer_reward/std': '0.4672', 'reward': '0.6875', 'reward_std': '0.4672', 'frac_reward_zero_std': '0.5', 'entropy': '0.09579', 'clip_ratio/low_mean': '0', 'clip_ratio/low_min': '0', 'clip_ratio/high_mean': '0', 'clip_ratio/high_max': '0', 'clip_ratio/region_mean': '0', 'step_time': '88.61', 'epoch': '4.031'}
{'loss': '0.02005', 'grad_norm': '2.26', 'learning_rate': '1.452e-06', 'num_tokens': '5.653e+06', 'completions/mean_length': '226.2', 'completions/min_length': '133', 'completions/max_length': '403', 'completions/clipped_ratio': '0', 'completions/mean_terminated_length': '226.2', 'completions/min_terminated_length': '133', 'completions/max_terminated_length': '403', 'rewards/exact_answer_reward/mean': '0.7812', 'rewards/exact_answer_reward/std': '0.4167', 'reward': '0.7812', 'reward_std': '0.4167', 'frac_reward_zero_std': '0.5', 'entropy': '0.07627', 'clip_ratio/low_mean': '0', 'clip_ratio/low_min': '0', 'clip_ratio/high_mean': '0', 'clip_ratio/high_max': '0', 'clip_ratio/region_mean': '0', 'step_time': '62.42', 'epoch': '4.047'}
{'loss': '0.03575', 'grad_norm': '2.521', 'learning_rate': '1.446e-06', 'num_tokens': '5.676e+06', 'completions/mean_length': '271.3', 'completions/min_length': '159', 'completions/max_length': '512', 'completions/clipped_ratio': '0.01562', 'completions/mean_terminated_length': '267.5', 'completions/min_terminated_length': '159', 'completions/max_terminated_length': '495', 'rewards/exact_answer_reward/mean': '0.7031', 'rewards/exact_answer_reward/std': '0.4605', 'reward': '0.7031', 'reward_std': '0.4605', 'frac_reward_zero_std': '0', 'entropy': '0.07555', 'clip_ratio/low_mean': '0', 'clip_ratio/low_min': '0', 'clip_ratio/high_mean': '0', 'clip_ratio/high_max': '0', 'clip_ratio/region_mean': '0', 'step_time': '90.48', 'epoch': '4.062'}
{'loss': '-0.02496', 'grad_norm': '2.545', 'learning_rate': '1.44e-06', 'num_tokens': '5.696e+06', 'completions/mean_length': '234.9', 'completions/min_length': '152', 'completions/max_length': '403', 'completions/clipped_ratio': '0', 'completions/mean_terminated_length': '234.9', 'completions/min_terminated_length': '152', 'completions/max_terminated_length': '403', 'rewards/exact_answer_reward/mean': '0.5156', 'rewards/exact_answer_reward/std': '0.5037', 'reward': '0.5156', 'reward_std': '0.5037', 'frac_reward_zero_std': '0.375', 'entropy': '0.08774', 'clip_ratio/low_mean': '0', 'clip_ratio/low_min': '0', 'clip_ratio/high_mean': '0', 'clip_ratio/high_max': '0', 'clip_ratio/region_mean': '0', 'step_time': '61.64', 'epoch': '4.078'}
{'loss': '0.08575', 'grad_norm': '2.786', 'learning_rate': '1.434e-06', 'num_tokens': '5.718e+06', 'completions/mean_length': '264.6', 'completions/min_length': '166', 'completions/max_length': '512', 'completions/clipped_ratio': '0.01562', 'completions/mean_terminated_length': '260.7', 'completions/min_terminated_length': '166', 'completions/max_terminated_length': '486', 'rewards/exact_answer_reward/mean': '0.6406', 'rewards/exact_answer_reward/std': '0.4836', 'reward': '0.6406', 'reward_std': '0.4836', 'frac_reward_zero_std': '0.125', 'entropy': '0.1024', 'clip_ratio/low_mean': '0', 'clip_ratio/low_min': '0', 'clip_ratio/high_mean': '0', 'clip_ratio/high_max': '0', 'clip_ratio/region_mean': '0', 'step_time': '88.37', 'epoch': '4.094'}
{'loss': '0.004442', 'grad_norm': '1.507', 'learning_rate': '1.428e-06', 'num_tokens': '5.736e+06', 'completions/mean_length': '202.9', 'completions/min_length': '128', 'completions/max_length': '388', 'completions/clipped_ratio': '0', 'completions/mean_terminated_length': '202.9', 'completions/min_terminated_length': '128', 'completions/max_terminated_length': '388', 'rewards/exact_answer_reward/mean': '0.8125', 'rewards/exact_answer_reward/std': '0.3934', 'reward': '0.8125', 'reward_std': '0.3934', 'frac_reward_zero_std': '0.75', 'entropy': '0.07235', 'clip_ratio/low_mean': '0', 'clip_ratio/low_min': '0', 'clip_ratio/high_mean': '0', 'clip_ratio/high_max': '0', 'clip_ratio/region_mean': '0', 'step_time': '56.89', 'epoch': '4.109'}
{'loss': '0.01841', 'grad_norm': '2.439', 'learning_rate': '1.422e-06', 'num_tokens': '5.756e+06', 'completions/mean_length': '229.6', 'completions/min_length': '136', 'completions/max_length': '382', 'completions/clipped_ratio': '0', 'completions/mean_terminated_length': '229.6', 'completions/min_terminated_length': '136', 'completions/max_terminated_length': '382', 'rewards/exact_answer_reward/mean': '0.7031', 'rewards/exact_answer_reward/std': '0.4605', 'reward': '0.7031', 'reward_std': '0.4605', 'frac_reward_zero_std': '0.5', 'entropy': '0.1091', 'clip_ratio/low_mean': '0', 'clip_ratio/low_min': '0', 'clip_ratio/high_mean': '0', 'clip_ratio/high_max': '0', 'clip_ratio/region_mean': '0', 'step_time': '65.8', 'epoch': '4.125'}
{'loss': '0.007953', 'grad_norm': '1.499', 'learning_rate': '1.416e-06', 'num_tokens': '5.775e+06', 'completions/mean_length': '211.1', 'completions/min_length': '132', 'completions/max_length': '310', 'completions/clipped_ratio': '0', 'completions/mean_terminated_length': '211.1', 'completions/min_terminated_length': '132', 'completions/max_terminated_length': '310', 'rewards/exact_answer_reward/mean': '0.9688', 'rewards/exact_answer_reward/std': '0.1754', 'reward': '0.9688', 'reward_std': '0.1754', 'frac_reward_zero_std': '0.875', 'entropy': '0.06146', 'clip_ratio/low_mean': '0', 'clip_ratio/low_min': '0', 'clip_ratio/high_mean': '0', 'clip_ratio/high_max': '0', 'clip_ratio/region_mean': '0', 'step_time': '43.26', 'epoch': '4.141'}
{'loss': '0.01277', 'grad_norm': '2.098', 'learning_rate': '1.41e-06', 'num_tokens': '5.795e+06', 'completions/mean_length': '233.8', 'completions/min_length': '140', 'completions/max_length': '512', 'completions/clipped_ratio': '0.01562', 'completions/mean_terminated_length': '229.3', 'completions/min_terminated_length': '140', 'completions/max_terminated_length': '464', 'rewards/exact_answer_reward/mean': '0.6719', 'rewards/exact_answer_reward/std': '0.4732', 'reward': '0.6719', 'reward_std': '0.4732', 'frac_reward_zero_std': '0.625', 'entropy': '0.1066', 'clip_ratio/low_mean': '0', 'clip_ratio/low_min': '0', 'clip_ratio/high_mean': '0', 'clip_ratio/high_max': '0', 'clip_ratio/region_mean': '0', 'step_time': '87.7', 'epoch': '4.156'}
{'loss': '0.001839', 'grad_norm': '2.786', 'learning_rate': '1.404e-06', 'num_tokens': '5.816e+06', 'completions/mean_length': '241', 'completions/min_length': '171', 'completions/max_length': '392', 'completions/clipped_ratio': '0', 'completions/mean_terminated_length': '241', 'completions/min_terminated_length': '171', 'completions/max_terminated_length': '392', 'rewards/exact_answer_reward/mean': '0.75', 'rewards/exact_answer_reward/std': '0.4364', 'reward': '0.75', 'reward_std': '0.4364', 'frac_reward_zero_std': '0.25', 'entropy': '0.07899', 'clip_ratio/low_mean': '0', 'clip_ratio/low_min': '0', 'clip_ratio/high_mean': '0', 'clip_ratio/high_max': '0', 'clip_ratio/region_mean': '0', 'step_time': '59.77', 'epoch': '4.172'}
{'loss': '0.04736', 'grad_norm': '2.746', 'learning_rate': '1.398e-06', 'num_tokens': '5.84e+06', 'completions/mean_length': '286.6', 'completions/min_length': '132', 'completions/max_length': '512', 'completions/clipped_ratio': '0.03125', 'completions/mean_terminated_length': '279.4', 'completions/min_terminated_length': '132', 'completions/max_terminated_length': '493', 'rewards/exact_answer_reward/mean': '0.5312', 'rewards/exact_answer_reward/std': '0.503', 'reward': '0.5312', 'reward_std': '0.503', 'frac_reward_zero_std': '0.125', 'entropy': '0.09921', 'clip_ratio/low_mean': '0', 'clip_ratio/low_min': '0', 'clip_ratio/high_mean': '0', 'clip_ratio/high_max': '0', 'clip_ratio/region_mean': '0', 'step_time': '90.99', 'epoch': '4.188'}
{'loss': '0.01311', 'grad_norm': '2.347', 'learning_rate': '1.392e-06', 'num_tokens': '5.862e+06', 'completions/mean_length': '260.9', 'completions/min_length': '168', 'completions/max_length': '360', 'completions/clipped_ratio': '0', 'completions/mean_terminated_length': '260.9', 'completions/min_terminated_length': '168', 'completions/max_terminated_length': '360', 'rewards/exact_answer_reward/mean': '0.5156', 'rewards/exact_answer_reward/std': '0.5037', 'reward': '0.5156', 'reward_std': '0.5037', 'frac_reward_zero_std': '0.375', 'entropy': '0.1015', 'clip_ratio/low_mean': '0', 'clip_ratio/low_min': '0', 'clip_ratio/high_mean': '0', 'clip_ratio/high_max': '0', 'clip_ratio/region_mean': '0', 'step_time': '51.29', 'epoch': '4.203'}
{'loss': '0.01825', 'grad_norm': '2.037', 'learning_rate': '1.386e-06', 'num_tokens': '5.883e+06', 'completions/mean_length': '253.3', 'completions/min_length': '133', 'completions/max_length': '512', 'completions/clipped_ratio': '0.0625', 'completions/mean_terminated_length': '236.1', 'completions/min_terminated_length': '133', 'completions/max_terminated_length': '496', 'rewards/exact_answer_reward/mean': '0.6562', 'rewards/exact_answer_reward/std': '0.4787', 'reward': '0.6562', 'reward_std': '0.4787', 'frac_reward_zero_std': '0.375', 'entropy': '0.09665', 'clip_ratio/low_mean': '0', 'clip_ratio/low_min': '0', 'clip_ratio/high_mean': '0', 'clip_ratio/high_max': '0', 'clip_ratio/region_mean': '0', 'step_time': '91.58', 'epoch': '4.219'}
{'loss': '0.05095', 'grad_norm': '2.077', 'learning_rate': '1.38e-06', 'num_tokens': '5.904e+06', 'completions/mean_length': '248.6', 'completions/min_length': '152', 'completions/max_length': '432', 'completions/clipped_ratio': '0', 'completions/mean_terminated_length': '248.6', 'completions/min_terminated_length': '152', 'completions/max_terminated_length': '432', 'rewards/exact_answer_reward/mean': '0.6094', 'rewards/exact_answer_reward/std': '0.4917', 'reward': '0.6094', 'reward_std': '0.4917', 'frac_reward_zero_std': '0.375', 'entropy': '0.09878', 'clip_ratio/low_mean': '0', 'clip_ratio/low_min': '0', 'clip_ratio/high_mean': '0', 'clip_ratio/high_max': '0', 'clip_ratio/region_mean': '0', 'step_time': '70.21', 'epoch': '4.234'}
{'loss': '0.02495', 'grad_norm': '2.851', 'learning_rate': '1.374e-06', 'num_tokens': '5.924e+06', 'completions/mean_length': '231.3', 'completions/min_length': '147', 'completions/max_length': '384', 'completions/clipped_ratio': '0', 'completions/mean_terminated_length': '231.3', 'completions/min_terminated_length': '147', 'completions/max_terminated_length': '384', 'rewards/exact_answer_reward/mean': '0.8438', 'rewards/exact_answer_reward/std': '0.366', 'reward': '0.8438', 'reward_std': '0.366', 'frac_reward_zero_std': '0.375', 'entropy': '0.07992', 'clip_ratio/low_mean': '0', 'clip_ratio/low_min': '0', 'clip_ratio/high_mean': '0', 'clip_ratio/high_max': '0', 'clip_ratio/region_mean': '0', 'step_time': '56.68', 'epoch': '4.25'}
{'loss': '0.003077', 'grad_norm': '1.498', 'learning_rate': '1.368e-06', 'num_tokens': '5.948e+06', 'completions/mean_length': '278.2', 'completions/min_length': '113', 'completions/max_length': '512', 'completions/clipped_ratio': '0.07812', 'completions/mean_terminated_length': '258.4', 'completions/min_terminated_length': '113', 'completions/max_terminated_length': '488', 'rewards/exact_answer_reward/mean': '0.5312', 'rewards/exact_answer_reward/std': '0.503', 'reward': '0.5312', 'reward_std': '0.503', 'frac_reward_zero_std': '0.75', 'entropy': '0.1309', 'clip_ratio/low_mean': '0', 'clip_ratio/low_min': '0', 'clip_ratio/high_mean': '0', 'clip_ratio/high_max': '0', 'clip_ratio/region_mean': '0', 'step_time': '91.88', 'epoch': '4.266'}
{'loss': '-0.01251', 'grad_norm': '2.093', 'learning_rate': '1.362e-06', 'num_tokens': '5.972e+06', 'completions/mean_length': '274.4', 'completions/min_length': '151', 'completions/max_length': '512', 'completions/clipped_ratio': '0.03125', 'completions/mean_terminated_length': '266.7', 'completions/min_terminated_length': '151', 'completions/max_terminated_length': '466', 'rewards/exact_answer_reward/mean': '0.5625', 'rewards/exact_answer_reward/std': '0.5', 'reward': '0.5625', 'reward_std': '0.5', 'frac_reward_zero_std': '0.375', 'entropy': '0.1006', 'clip_ratio/low_mean': '0', 'clip_ratio/low_min': '0', 'clip_ratio/high_mean': '0', 'clip_ratio/high_max': '0', 'clip_ratio/region_mean': '0', 'step_time': '91.69', 'epoch': '4.281'}
[eval] step 275: accuracy=0.6094
{'loss': '0.01938', 'grad_norm': '1.646', 'learning_rate': '1.356e-06', 'num_tokens': '5.997e+06', 'completions/mean_length': '302.5', 'completions/min_length': '156', 'completions/max_length': '512', 'completions/clipped_ratio': '0.0625', 'completions/mean_terminated_length': '288.6', 'completions/min_terminated_length': '156', 'completions/max_terminated_length': '492', 'rewards/exact_answer_reward/mean': '0.09375', 'rewards/exact_answer_reward/std': '0.2938', 'reward': '0.09375', 'reward_std': '0.2938', 'frac_reward_zero_std': '0.625', 'entropy': '0.1356', 'clip_ratio/low_mean': '0', 'clip_ratio/low_min': '0', 'clip_ratio/high_mean': '0', 'clip_ratio/high_max': '0', 'clip_ratio/region_mean': '0', 'step_time': '89.11', 'epoch': '4.297'}
{'loss': '0.05168', 'grad_norm': '2.447', 'learning_rate': '1.35e-06', 'num_tokens': '6.019e+06', 'completions/mean_length': '264.9', 'completions/min_length': '144', 'completions/max_length': '512', 'completions/clipped_ratio': '0.01562', 'completions/mean_terminated_length': '261', 'completions/min_terminated_length': '144', 'completions/max_terminated_length': '507', 'rewards/exact_answer_reward/mean': '0.75', 'rewards/exact_answer_reward/std': '0.4364', 'reward': '0.75', 'reward_std': '0.4364', 'frac_reward_zero_std': '0.375', 'entropy': '0.06498', 'clip_ratio/low_mean': '0', 'clip_ratio/low_min': '0', 'clip_ratio/high_mean': '0', 'clip_ratio/high_max': '0', 'clip_ratio/region_mean': '0', 'step_time': '90.01', 'epoch': '4.312'}
{'loss': '-0.02081', 'grad_norm': '1.858', 'learning_rate': '1.344e-06', 'num_tokens': '6.037e+06', 'completions/mean_length': '216.7', 'completions/min_length': '113', 'completions/max_length': '469', 'completions/clipped_ratio': '0', 'completions/mean_terminated_length': '216.7', 'completions/min_terminated_length': '113', 'completions/max_terminated_length': '469', 'rewards/exact_answer_reward/mean': '0.7344', 'rewards/exact_answer_reward/std': '0.4452', 'reward': '0.7344', 'reward_std': '0.4452', 'frac_reward_zero_std': '0.625', 'entropy': '0.09366', 'clip_ratio/low_mean': '0', 'clip_ratio/low_min': '0', 'clip_ratio/high_mean': '0', 'clip_ratio/high_max': '0', 'clip_ratio/region_mean': '0', 'step_time': '69.85', 'epoch': '4.328'}
