[eval] step 0: accuracy=0.3594
{'loss': '0.08737', 'grad_norm': '3.201', 'learning_rate': '1e-06', 'num_tokens': '1.585e+04', 'completions/mean_length': '171.5', 'completions/min_length': '51', 'completions/max_length': '480', 'completions/clipped_ratio': '0', 'completions/mean_terminated_length': '171.5', 'completions/min_terminated_length': '51', 'completions/max_terminated_length': '480', 'rewards/exact_answer_reward/mean': '0.4688', 'rewards/exact_answer_reward/std': '0.503', 'reward': '0.4688', 'reward_std': '0.503', 'frac_reward_zero_std': '0.25', 'entropy': '0.2471', 'clip_ratio/low_mean': '0', 'clip_ratio/low_min': '0', 'clip_ratio/high_mean': '0', 'clip_ratio/high_max': '0', 'clip_ratio/region_mean': '0', 'step_time': '68.8', 'epoch': '0.01562'}
{'loss': '0.005454', 'grad_norm': '2.784', 'learning_rate': '5e-07', 'num_tokens': '4.506e+06', 'completions/mean_length': '170.5', 'completions/min_length': '97', 'completions/max_length': '335', 'completions/clipped_ratio': '0', 'completions/mean_terminated_length': '170.5', 'completions/min_terminated_length': '97', 'completions/max_terminated_length': '335', 'rewards/exact_answer_reward/mean': '0.5312', 'rewards/exact_answer_reward/std': '0.503', 'reward': '0.5312', 'reward_std': '0.503', 'frac_reward_zero_std': '0.375', 'entropy': '0.09846', 'clip_ratio/low_mean': '0', 'clip_ratio/low_min': '0', 'clip_ratio/high_mean': '0', 'clip_ratio/high_max': '0', 'clip_ratio/region_mean': '0', 'step_time': '46.42', 'epoch': '3.922'}
{'loss': '-0.05913', 'grad_norm': '2.365', 'learning_rate': '4.98e-07', 'num_tokens': '4.524e+06', 'completions/mean_length': '198.7', 'completions/min_length': '65', 'completions/max_length': '378', 'completions/clipped_ratio': '0', 'completions/mean_terminated_length': '198.7', 'completions/min_terminated_length': '65', 'completions/max_terminated_length': '378', 'rewards/exact_answer_reward/mean': '0.5938', 'rewards/exact_answer_reward/std': '0.495', 'reward': '0.5938', 'reward_std': '0.495', 'frac_reward_zero_std': '0.25', 'entropy': '0.1152', 'clip_ratio/low_mean': '0', 'clip_ratio/low_min': '0', 'clip_ratio/high_mean': '0', 'clip_ratio/high_max': '0', 'clip_ratio/region_mean': '0', 'step_time': '61.31', 'epoch': '3.938'}
{'loss': '-0.01896', 'grad_norm': '2.473', 'learning_rate': '4.96e-07', 'num_tokens': '4.54e+06', 'completions/mean_length': '184', 'completions/min_length': '64', 'completions/max_length': '459', 'completions/clipped_ratio': '0', 'completions/mean_terminated_length': '184', 'completions/min_terminated_length': '64', 'completions/max_terminated_length': '459', 'rewards/exact_answer_reward/mean': '0.5781', 'rewards/exact_answer_reward/std': '0.4978', 'reward': '0.5781', 'reward_std': '0.4978', 'frac_reward_zero_std': '0.25', 'entropy': '0.114', 'clip_ratio/low_mean': '0', 'clip_ratio/low_min': '0', 'clip_ratio/high_mean': '0', 'clip_ratio/high_max': '0', 'clip_ratio/region_mean': '0', 'step_time': '66', 'epoch': '3.953'}
{'loss': '0.0159', 'grad_norm': '2.18', 'learning_rate': '4.94e-07', 'num_tokens': '4.559e+06', 'completions/mean_length': '221', 'completions/min_length': '127', 'completions/max_length': '500', 'completions/clipped_ratio': '0', 'completions/mean_terminated_length': '221', 'completions/min_terminated_length': '127', 'completions/max_terminated_length': '500', 'rewards/exact_answer_reward/mean': '0.75', 'rewards/exact_answer_reward/std': '0.4364', 'reward': '0.75', 'reward_std': '0.4364', 'frac_reward_zero_std': '0.375', 'entropy': '0.08608', 'clip_ratio/low_mean': '0', 'clip_ratio/low_min': '0', 'clip_ratio/high_mean': '0', 'clip_ratio/high_max': '0', 'clip_ratio/region_mean': '0', 'step_time': '84.71', 'epoch': '3.969'}
{'loss': '0.04327', 'grad_norm': '2.429', 'learning_rate': '4.92e-07', 'num_tokens': '4.574e+06', 'completions/mean_length': '173.2', 'completions/min_length': '69', 'completions/max_length': '512', 'completions/clipped_ratio': '0.03125', 'completions/mean_terminated_length': '162.2', 'completions/min_terminated_length': '69', 'completions/max_terminated_length': '281', 'rewards/exact_answer_reward/mean': '0.7656', 'rewards/exact_answer_reward/std': '0.427', 'reward': '0.7656', 'reward_std': '0.427', 'frac_reward_zero_std': '0.5', 'entropy': '0.08524', 'clip_ratio/low_mean': '0', 'clip_ratio/low_min': '0', 'clip_ratio/high_mean': '0', 'clip_ratio/high_max': '0', 'clip_ratio/region_mean': '0', 'step_time': '86.38', 'epoch': '3.984'}
{'loss': '-0.0001809', 'grad_norm': '1.218', 'learning_rate': '4.9e-07', 'num_tokens': '4.591e+06', 'completions/mean_length': '187.8', 'completions/min_length': '74', 'completions/max_length': '284', 'completions/clipped_ratio': '0', 'completions/mean_terminated_length': '187.8', 'completions/min_terminated_length': '74', 'completions/max_terminated_length': '284', 'rewards/exact_answer_reward/mean': '0.7812', 'rewards/exact_answer_reward/std': '0.4167', 'reward': '0.7812', 'reward_std': '0.4167', 'frac_reward_zero_std': '0.75', 'entropy': '0.06466', 'clip_ratio/low_mean': '0', 'clip_ratio/low_min': '0', 'clip_ratio/high_mean': '0', 'clip_ratio/high_max': '0', 'clip_ratio/region_mean': '0', 'step_time': '39.28', 'epoch': '4'}
{'loss': '-0.01546', 'grad_norm': '1.742', 'learning_rate': '4.88e-07', 'num_tokens': '4.609e+06', 'completions/mean_length': '199.8', 'completions/min_length': '63', 'completions/max_length': '512', 'completions/clipped_ratio': '0.07812', 'completions/mean_terminated_length': '173.4', 'completions/min_terminated_length': '63', 'completions/max_terminated_length': '498', 'rewards/exact_answer_reward/mean': '0.7812', 'rewards/exact_answer_reward/std': '0.4167', 'reward': '0.7812', 'reward_std': '0.4167', 'frac_reward_zero_std': '0.625', 'entropy': '0.1077', 'clip_ratio/low_mean': '0', 'clip_ratio/low_min': '0', 'clip_ratio/high_mean': '0', 'clip_ratio/high_max': '0', 'clip_ratio/region_mean': '0', 'step_time': '87.67', 'epoch': '4.016'}
{'loss': '0.04324', 'grad_norm': '2.061', 'learning_rate': '4.86e-07', 'num_tokens': '4.627e+06', 'completions/mean_length': '200.8', 'completions/min_length': '73', 'completions/max_length': '512', 'completions/clipped_ratio': '0.01562', 'completions/mean_terminated_length': '195.9', 'completions/min_terminated_length': '73', 'completions/max_terminated_length': '329', 'rewards/exact_answer_reward/mean': '0.5625', 'rewards/exact_answer_reward/std': '0.5', 'reward': '0.5625', 'reward_std': '0.5', 'frac_reward_zero_std': '0.375', 'entropy': '0.1169', 'clip_ratio/low_mean': '0', 'clip_ratio/low_min': '0', 'clip_ratio/high_mean': '0', 'clip_ratio/high_max': '0', 'clip_ratio/region_mean': '0', 'step_time': '88.53', 'epoch': '4.031'}
{'loss': '0.02739', 'grad_norm': '1.855', 'learning_rate': '4.84e-07', 'num_tokens': '4.645e+06', 'completions/mean_length': '192.7', 'completions/min_length': '85', 'completions/max_length': '512', 'completions/clipped_ratio': '0.01562', 'completions/mean_terminated_length': '187.7', 'completions/min_terminated_length': '85', 'completions/max_terminated_length': '360', 'rewards/exact_answer_reward/mean': '0.6875', 'rewards/exact_answer_reward/std': '0.4672', 'reward': '0.6875', 'reward_std': '0.4672', 'frac_reward_zero_std': '0.625', 'entropy': '0.09853', 'clip_ratio/low_mean': '0', 'clip_ratio/low_min': '0', 'clip_ratio/high_mean': '0', 'clip_ratio/high_max': '0', 'clip_ratio/region_mean': '0', 'step_time': '88.91', 'epoch': '4.047'}
{'loss': '-0.01791', 'grad_norm': '1.93', 'learning_rate': '4.82e-07', 'num_tokens': '4.664e+06', 'completions/mean_length': '218.8', 'completions/min_length': '119', 'completions/max_length': '512', 'completions/clipped_ratio': '0.01562', 'completions/mean_terminated_length': '214.2', 'completions/min_terminated_length': '119', 'completions/max_terminated_length': '348', 'rewards/exact_answer_reward/mean': '0.5781', 'rewards/exact_answer_reward/std': '0.4978', 'reward': '0.5781', 'reward_std': '0.4978', 'frac_reward_zero_std': '0.375', 'entropy': '0.09641', 'clip_ratio/low_mean': '0', 'clip_ratio/low_min': '0', 'clip_ratio/high_mean': '0', 'clip_ratio/high_max': '0', 'clip_ratio/region_mean': '0', 'step_time': '91.01', 'epoch': '4.062'}
{'loss': '0.02107', 'grad_norm': '2.266', 'learning_rate': '4.8e-07', 'num_tokens': '4.683e+06', 'completions/mean_length': '206.3', 'completions/min_length': '119', 'completions/max_length': '423', 'completions/clipped_ratio': '0', 'completions/mean_terminated_length': '206.3', 'completions/min_terminated_length': '119', 'completions/max_terminated_length': '423', 'rewards/exact_answer_reward/mean': '0.6094', 'rewards/exact_answer_reward/std': '0.4917', 'reward': '0.6094', 'reward_std': '0.4917', 'frac_reward_zero_std': '0.25', 'entropy': '0.1141', 'clip_ratio/low_mean': '0', 'clip_ratio/low_min': '0', 'clip_ratio/high_mean': '0', 'clip_ratio/high_max': '0', 'clip_ratio/region_mean': '0', 'step_time': '64.64', 'epoch': '4.078'}
{'loss': '-0.02909', 'grad_norm': '2.074', 'learning_rate': '4.78e-07', 'num_tokens': '4.701e+06', 'completions/mean_length': '205.7', 'completions/min_length': '104', 'completions/max_length': '343', 'completions/clipped_ratio': '0', 'completions/mean_terminated_length': '205.7', 'completions/min_terminated_length': '104', 'completions/max_terminated_length': '343', 'rewards/exact_answer_reward/mean': '0.4219', 'rewards/exact_answer_reward/std': '0.4978', 'reward': '0.4219', 'reward_std': '0.4978', 'frac_reward_zero_std': '0.375', 'entropy': '0.118', 'clip_ratio/low_mean': '0', 'clip_ratio/low_min': '0', 'clip_ratio/high_mean': '0', 'clip_ratio/high_max': '0', 'clip_ratio/region_mean': '0', 'step_time': '50.02', 'epoch': '4.094'}
{'loss': '0.006826', 'grad_norm': '2.768', 'learning_rate': '4.76e-07', 'num_tokens': '4.717e+06', 'completions/mean_length': '169.3', 'completions/min_length': '93', 'completions/max_length': '287', 'completions/clipped_ratio': '0', 'completions/mean_terminated_length': '169.3', 'completions/min_terminated_length': '93', 'completions/max_terminated_length': '287', 'rewards/exact_answer_reward/mean': '0.7344', 'rewards/exact_answer_reward/std': '0.4452', 'reward': '0.7344', 'reward_std': '0.4452', 'frac_reward_zero_std': '0.25', 'entropy': '0.09422', 'clip_ratio/low_mean': '0', 'clip_ratio/low_min': '0', 'clip_ratio/high_mean': '0', 'clip_ratio/high_max': '0', 'clip_ratio/region_mean': '0', 'step_time': '39.29', 'epoch': '4.109'}
{'loss': '0.0145', 'grad_norm': '2.322', 'learning_rate': '4.74e-07', 'num_tokens': '4.734e+06', 'completions/mean_length': '177.4', 'completions/min_length': '115', 'completions/max_length': '296', 'completions/clipped_ratio': '0', 'completions/mean_terminated_length': '177.4', 'completions/min_terminated_length': '115', 'completions/max_terminated_length': '296', 'rewards/exact_answer_reward/mean': '0.7031', 'rewards/exact_answer_reward/std': '0.4605', 'reward': '0.7031', 'reward_std': '0.4605', 'frac_reward_zero_std': '0.5', 'entropy': '0.1073', 'clip_ratio/low_mean': '0', 'clip_ratio/low_min': '0', 'clip_ratio/high_mean': '0', 'clip_ratio/high_max': '0', 'clip_ratio/region_mean': '0', 'step_time': '48.16', 'epoch': '4.125'}
{'loss': '0.004111', 'grad_norm': '2.29', 'learning_rate': '4.72e-07', 'num_tokens': '4.751e+06', 'completions/mean_length': '193.1', 'completions/min_length': '83', 'completions/max_length': '286', 'completions/clipped_ratio': '0', 'completions/mean_terminated_length': '193.1', 'completions/min_terminated_length': '83', 'completions/max_terminated_length': '286', 'rewards/exact_answer_reward/mean': '0.7969', 'rewards/exact_answer_reward/std': '0.4055', 'reward': '0.7969', 'reward_std': '0.4055', 'frac_reward_zero_std': '0.375', 'entropy': '0.07493', 'clip_ratio/low_mean': '0', 'clip_ratio/low_min': '0', 'clip_ratio/high_mean': '0', 'clip_ratio/high_max': '0', 'clip_ratio/region_mean': '0', 'step_time': '39.41', 'epoch': '4.141'}
{'loss': '0.0336', 'grad_norm': '1.493', 'learning_rate': '4.7e-07', 'num_tokens': '4.769e+06', 'completions/mean_length': '198.8', 'completions/min_length': '113', 'completions/max_length': '403', 'completions/clipped_ratio': '0', 'completions/mean_terminated_length': '198.8', 'completions/min_terminated_length': '113', 'completions/max_terminated_length': '403', 'rewards/exact_answer_reward/mean': '0.6875', 'rewards/exact_answer_reward/std': '0.4672', 'reward': '0.6875', 'reward_std': '0.4672', 'frac_reward_zero_std': '0.75', 'entropy': '0.115', 'clip_ratio/low_mean': '0', 'clip_ratio/low_min': '0', 'clip_ratio/high_mean': '0', 'clip_ratio/high_max': '0', 'clip_ratio/region_mean': '0', 'step_time': '62.67', 'epoch': '4.156'}
{'loss': '-0.01264', 'grad_norm': '2.054', 'learning_rate': '4.68e-07', 'num_tokens': '4.788e+06', 'completions/mean_length': '207.6', 'completions/min_length': '101', 'completions/max_length': '512', 'completions/clipped_ratio': '0.01562', 'completions/mean_terminated_length': '202.7', 'completions/min_terminated_length': '101', 'completions/max_terminated_length': '350', 'rewards/exact_answer_reward/mean': '0.6562', 'rewards/exact_answer_reward/std': '0.4787', 'reward': '0.6562', 'reward_std': '0.4787', 'frac_reward_zero_std': '0.375', 'entropy': '0.09101', 'clip_ratio/low_mean': '0', 'clip_ratio/low_min': '0', 'clip_ratio/high_mean': '0', 'clip_ratio/high_max': '0', 'clip_ratio/region_mean': '0', 'step_time': '88.86', 'epoch': '4.172'}
{'loss': '0.05254', 'grad_norm': '2.496', 'learning_rate': '4.66e-07', 'num_tokens': '4.808e+06', 'completions/mean_length': '230.5', 'completions/min_length': '115', 'completions/max_length': '393', 'completions/clipped_ratio': '0', 'completions/mean_terminated_length': '230.5', 'completions/min_terminated_length': '115', 'completions/max_terminated_length': '393', 'rewards/exact_answer_reward/mean': '0.5312', 'rewards/exact_answer_reward/std': '0.503', 'reward': '0.5312', 'reward_std': '0.503', 'frac_reward_zero_std': '0.25', 'entropy': '0.1184', 'clip_ratio/low_mean': '0', 'clip_ratio/low_min': '0', 'clip_ratio/high_mean': '0', 'clip_ratio/high_max': '0', 'clip_ratio/region_mean': '0', 'step_time': '62.05', 'epoch': '4.188'}
{'loss': '0.06751', 'grad_norm': '1.961', 'learning_rate': '4.64e-07', 'num_tokens': '4.827e+06', 'completions/mean_length': '219.8', 'completions/min_length': '112', 'completions/max_length': '460', 'completions/clipped_ratio': '0', 'completions/mean_terminated_length': '219.8', 'completions/min_terminated_length': '112', 'completions/max_terminated_length': '460', 'rewards/exact_answer_reward/mean': '0.4531', 'rewards/exact_answer_reward/std': '0.5017', 'reward': '0.4531', 'reward_std': '0.5017', 'frac_reward_zero_std': '0.375', 'entropy': '0.119', 'clip_ratio/low_mean': '0', 'clip_ratio/low_min': '0', 'clip_ratio/high_mean': '0', 'clip_ratio/high_max': '0', 'clip_ratio/region_mean': '0', 'step_time': '70.11', 'epoch': '4.203'}
{'loss': '0.04701', 'grad_norm': '2.339', 'learning_rate': '4.62e-07', 'num_tokens': '4.846e+06', 'completions/mean_length': '216', 'completions/min_length': '110', 'completions/max_length': '448', 'completions/clipped_ratio': '0', 'completions/mean_terminated_length': '216', 'completions/min_terminated_length': '110', 'completions/max_terminated_length': '448', 'rewards/exact_answer_reward/mean': '0.7031', 'rewards/exact_answer_reward/std': '0.4605', 'reward': '0.7031', 'reward_std': '0.4605', 'frac_reward_zero_std': '0.25', 'entropy': '0.103', 'clip_ratio/low_mean': '0', 'clip_ratio/low_min': '0', 'clip_ratio/high_mean': '0', 'clip_ratio/high_max': '0', 'clip_ratio/region_mean': '0', 'step_time': '72.21', 'epoch': '4.219'}
{'loss': '0.07304', 'grad_norm': '2.439', 'learning_rate': '4.6e-07', 'num_tokens': '4.865e+06', 'completions/mean_length': '205.3', 'completions/min_length': '73', 'completions/max_length': '503', 'completions/clipped_ratio': '0', 'completions/mean_terminated_length': '205.3', 'completions/min_terminated_length': '73', 'completions/max_terminated_length': '503', 'rewards/exact_answer_reward/mean': '0.5156', 'rewards/exact_answer_reward/std': '0.5037', 'reward': '0.5156', 'reward_std': '0.5037', 'frac_reward_zero_std': '0.375', 'entropy': '0.1321', 'clip_ratio/low_mean': '0', 'clip_ratio/low_min': '0', 'clip_ratio/high_mean': '0', 'clip_ratio/high_max': '0', 'clip_ratio/region_mean': '0', 'step_time': '89.38', 'epoch': '4.234'}
{'loss': '0.03792', 'grad_norm': '2.727', 'learning_rate': '4.58e-07', 'num_tokens': '4.881e+06', 'completions/mean_length': '171.9', 'completions/min_length': '101', 'completions/max_length': '324', 'completions/clipped_ratio': '0', 'completions/mean_terminated_length': '171.9', 'completions/min_terminated_length': '101', 'completions/max_terminated_length': '324', 'rewards/exact_answer_reward/mean': '0.7656', 'rewards/exact_answer_reward/std': '0.427', 'reward': '0.7656', 'reward_std': '0.427', 'frac_reward_zero_std': '0.25', 'entropy': '0.08178', 'clip_ratio/low_mean': '0', 'clip_ratio/low_min': '0', 'clip_ratio/high_mean': '0', 'clip_ratio/high_max': '0', 'clip_ratio/region_mean': '0', 'step_time': '43.22', 'epoch': '4.25'}
{'loss': '-0.0009463', 'grad_norm': '1.304', 'learning_rate': '4.56e-07', 'num_tokens': '4.901e+06', 'completions/mean_length': '220.6', 'completions/min_length': '62', 'completions/max_length': '512', 'completions/clipped_ratio': '0.0625', 'completions/mean_terminated_length': '201.2', 'completions/min_terminated_length': '62', 'completions/max_terminated_length': '482', 'rewards/exact_answer_reward/mean': '0.5312', 'rewards/exact_answer_reward/std': '0.503', 'reward': '0.5312', 'reward_std': '0.503', 'frac_reward_zero_std': '0.75', 'entropy': '0.1312', 'clip_ratio/low_mean': '0', 'clip_ratio/low_min': '0', 'clip_ratio/high_mean': '0', 'clip_ratio/high_max': '0', 'clip_ratio/region_mean': '0', 'step_time': '92.96', 'epoch': '4.266'}
{'loss': '0.02873', 'grad_norm': '2.358', 'learning_rate': '4.54e-07', 'num_tokens': '4.922e+06', 'completions/mean_length': '226.7', 'completions/min_length': '88', 'completions/max_length': '512', 'completions/clipped_ratio': '0.04688', 'completions/mean_terminated_length': '212.7', 'completions/min_terminated_length': '88', 'completions/max_terminated_length': '470', 'rewards/exact_answer_reward/mean': '0.4531', 'rewards/exact_answer_reward/std': '0.5017', 'reward': '0.4531', 'reward_std': '0.5017', 'frac_reward_zero_std': '0.25', 'entropy': '0.1183', 'clip_ratio/low_mean': '0', 'clip_ratio/low_min': '0', 'clip_ratio/high_mean': '0', 'clip_ratio/high_max': '0', 'clip_ratio/region_mean': '0', 'step_time': '91.21', 'epoch': '4.281'}
[eval] step 275: accuracy=0.4688
{'loss': '0.007461', 'grad_norm': '2.097', 'learning_rate': '4.52e-07', 'num_tokens': '4.942e+06', 'completions/mean_length': '229.2', 'completions/min_length': '126', 'completions/max_length': '473', 'completions/clipped_ratio': '0', 'completions/mean_terminated_length': '229.2', 'completions/min_terminated_length': '126', 'completions/max_terminated_length': '473', 'rewards/exact_answer_reward/mean': '0.25', 'rewards/exact_answer_reward/std': '0.4364', 'reward': '0.25', 'reward_std': '0.4364', 'frac_reward_zero_std': '0.25', 'entropy': '0.136', 'clip_ratio/low_mean': '0', 'clip_ratio/low_min': '0', 'clip_ratio/high_mean': '0', 'clip_ratio/high_max': '0', 'clip_ratio/region_mean': '0', 'step_time': '75.03', 'epoch': '4.297'}
{'loss': '-0.01051', 'grad_norm': '2.452', 'learning_rate': '4.5e-07', 'num_tokens': '4.961e+06', 'completions/mean_length': '215.4', 'completions/min_length': '78', 'completions/max_length': '449', 'completions/clipped_ratio': '0', 'completions/mean_terminated_length': '215.4', 'completions/min_terminated_length': '78', 'completions/max_terminated_length': '449', 'rewards/exact_answer_reward/mean': '0.625', 'rewards/exact_answer_reward/std': '0.488', 'reward': '0.625', 'reward_std': '0.488', 'frac_reward_zero_std': '0.375', 'entropy': '0.107', 'clip_ratio/low_mean': '0', 'clip_ratio/low_min': '0', 'clip_ratio/high_mean': '0', 'clip_ratio/high_max': '0', 'clip_ratio/region_mean': '0', 'step_time': '68.08', 'epoch': '4.312'}
{'loss': '-0.01661', 'grad_norm': '2.341', 'learning_rate': '4.48e-07', 'num_tokens': '4.976e+06', 'completions/mean_length': '159.8', 'completions/min_length': '87', 'completions/max_length': '262', 'completions/clipped_ratio': '0', 'completions/mean_terminated_length': '159.8', 'completions/min_terminated_length': '87', 'completions/max_terminated_length': '262', 'rewards/exact_answer_reward/mean': '0.7344', 'rewards/exact_answer_reward/std': '0.4452', 'reward': '0.7344', 'reward_std': '0.4452', 'frac_reward_zero_std': '0.5', 'entropy': '0.1001', 'clip_ratio/low_mean': '0', 'clip_ratio/low_min': '0', 'clip_ratio/high_mean': '0', 'clip_ratio/high_max': '0', 'clip_ratio/region_mean': '0', 'step_time': '34.82', 'epoch': '4.328'}
{'loss': '-0.02407', 'grad_norm': '2.124', 'learning_rate': '4.46e-07', 'num_tokens': '4.992e+06', 'completions/mean_length': '180.5', 'completions/min_length': '81', 'completions/max_length': '399', 'completions/clipped_ratio': '0', 'completions/mean_terminated_length': '180.5', 'completions/min_terminated_length': '81', 'completions/max_terminated_length': '399', 'rewards/exact_answer_reward/mean': '0.875', 'rewards/exact_answer_reward/std': '0.3333', 'reward': '0.875', 'reward_std': '0.3333', 'frac_reward_zero_std': '0.625', 'entropy': '0.06873', 'clip_ratio/low_mean': '0', 'clip_ratio/low_min': '0', 'clip_ratio/high_mean': '0', 'clip_ratio/high_max': '0', 'clip_ratio/region_mean': '0', 'step_time': '60.51', 'epoch': '4.344'}
{'loss': '-0.03164', 'grad_norm': '1.817', 'learning_rate': '4.44e-07', 'num_tokens': '5.008e+06', 'completions/mean_length': '178.8', 'completions/min_length': '92', 'completions/max_length': '321', 'completions/clipped_ratio': '0', 'completions/mean_terminated_length': '178.8', 'completions/min_terminated_length': '92', 'completions/max_terminated_length': '321', 'rewards/exact_answer_reward/mean': '0.6406', 'rewards/exact_answer_reward/std': '0.4836', 'reward': '0.6406', 'reward_std': '0.4836', 'frac_reward_zero_std': '0.625', 'entropy': '0.07661', 'clip_ratio/low_mean': '0', 'clip_ratio/low_min': '0', 'clip_ratio/high_mean': '0', 'clip_ratio/high_max': '0', 'clip_ratio/region_mean': '0', 'step_time': '42.23', 'epoch': '4.359'}
{'loss': '0.01616', 'grad_norm': '1.152', 'learning_rate': '4.42e-07', 'num_tokens': '5.025e+06', 'completions/mean_length': '181.4', 'completions/min_length': '104', 'completions/max_length': '338', 'completions/clipped_ratio': '0', 'completions/mean_terminated_length': '181.4', 'completions/min_terminated_length': '104', 'completions/max_terminated_length': '338', 'rewards/exact_answer_reward/mean': '0.6562', 'rewards/exact_answer_reward/std': '0.4787', 'reward': '0.6562', 'reward_std': '0.4787', 'frac_reward_zero_std': '0.75', 'entropy': '0.08767', 'clip_ratio/low_mean': '0', 'clip_ratio/low_min': '0', 'clip_ratio/high_mean': '0', 'clip_ratio/high_max': '0', 'clip_ratio/region_mean': '0', 'step_time': '54.37', 'epoch': '4.375'}
{'loss': '0.01586', 'grad_norm': '1.436', 'learning_rate': '4.4e-07', 'num_tokens': '5.043e+06', 'completions/mean_length': '199.6', 'completions/min_length': '46', 'completions/max_length': '512', 'completions/clipped_ratio': '0.01562', 'completions/mean_terminated_length': '194.6', 'completions/min_terminated_length': '46', 'completions/max_terminated_length': '501', 'rewards/exact_answer_reward/mean': '0.5625', 'rewards/exact_answer_reward/std': '0.5', 'reward': '0.5625', 'reward_std': '0.5', 'frac_reward_zero_std': '0.75', 'entropy': '0.1115', 'clip_ratio/low_mean': '0', 'clip_ratio/low_min': '0', 'clip_ratio/high_mean': '0', 'clip_ratio/high_max': '0', 'clip_ratio/region_mean': '0', 'step_time': '91.39', 'epoch': '4.391'}
{'loss': '0.05219', 'grad_norm': '2.378', 'learning_rate': '4.38e-07', 'num_tokens': '5.061e+06', 'completions/mean_length': '196.9', 'completions/min_length': '75', 'completions/max_length': '512', 'completions/clipped_ratio': '0.01562', 'completions/mean_terminated_length': '191.9', 'completions/min_terminated_length': '75', 'completions/max_terminated_length': '426', 'rewards/exact_answer_reward/mean': '0.7031', 'rewards/exact_answer_reward/std': '0.4605', 'reward': '0.7031', 'reward_std': '0.4605', 'frac_reward_zero_std': '0.375', 'entropy': '0.1096', 'clip_ratio/low_mean': '0', 'clip_ratio/low_min': '0', 'clip_ratio/high_mean': '0', 'clip_ratio/high_max': '0', 'clip_ratio/region_mean': '0', 'step_time': '89.69', 'epoch': '4.406'}
{'loss': '0.02955', 'grad_norm': '2.07', 'learning_rate': '4.36e-07', 'num_tokens': '5.077e+06', 'completions/mean_length': '175.7', 'completions/min_length': '92', 'completions/max_length': '313', 'completions/clipped_ratio': '0', 'completions/mean_terminated_length': '175.7', 'completions/min_terminated_length': '92', 'completions/max_terminated_length': '313', 'rewards/exact_answer_reward/mean': '0.7031', 'rewards/exact_answer_reward/std': '0.4605', 'reward': '0.7031', 'reward_std': '0.4605', 'frac_reward_zero_std': '0.5', 'entropy': '0.08203', 'clip_ratio/low_mean': '0', 'clip_ratio/low_min': '0', 'clip_ratio/high_mean': '0', 'clip_ratio/high_max': '0', 'clip_ratio/region_mean': '0', 'step_time': '53.95', 'epoch': '4.422'}
{'loss': '0.01', 'grad_norm': '2.27', 'learning_rate': '4.34e-07', 'num_tokens': '5.095e+06', 'completions/mean_length': '196.8', 'completions/min_length': '108', 'completions/max_length': '310', 'completions/clipped_ratio': '0', 'completions/mean_terminated_length': '196.8', 'completions/min_terminated_length': '108', 'completions/max_terminated_length': '310', 'rewards/exact_answer_reward/mean': '0.5156', 'rewards/exact_answer_reward/std': '0.5037', 'reward': '0.5156', 'reward_std': '0.5037', 'frac_reward_zero_std': '0.25', 'entropy': '0.0976', 'clip_ratio/low_mean': '0', 'clip_ratio/low_min': '0', 'clip_ratio/high_mean': '0', 'clip_ratio/high_max': '0', 'clip_ratio/region_mean': '0', 'step_time': '47.72', 'epoch': '4.438'}
{'loss': '0.03341', 'grad_norm': '2.766', 'learning_rate': '4.32e-07', 'num_tokens': '5.112e+06', 'completions/mean_length': '185.3', 'completions/min_length': '113', 'completions/max_length': '384', 'completions/clipped_ratio': '0', 'completions/mean_terminated_length': '185.3', 'completions/min_terminated_length': '113', 'completions/max_terminated_length': '384', 'rewards/exact_answer_reward/mean': '0.6406', 'rewards/exact_answer_reward/std': '0.4836', 'reward': '0.6406', 'reward_std': '0.4836', 'frac_reward_zero_std': '0.25', 'entropy': '0.1059', 'clip_ratio/low_mean': '0', 'clip_ratio/low_min': '0', 'clip_ratio/high_mean': '0', 'clip_ratio/high_max': '0', 'clip_ratio/region_mean': '0', 'step_time': '59.86', 'epoch': '4.453'}
{'loss': '0.03515', 'grad_norm': '3.234', 'learning_rate': '4.3e-07', 'num_tokens': '5.129e+06', 'completions/mean_length': '188.6', 'completions/min_length': '54', 'completions/max_length': '438', 'completions/clipped_ratio': '0', 'completions/mean_terminated_length': '188.6', 'completions/min_terminated_length': '54', 'completions/max_terminated_length': '438', 'rewards/exact_answer_reward/mean': '0.625', 'rewards/exact_answer_reward/std': '0.488', 'reward': '0.625', 'reward_std': '0.488', 'frac_reward_zero_std': '0.125', 'entropy': '0.1003', 'clip_ratio/low_mean': '0', 'clip_ratio/low_min': '0', 'clip_ratio/high_mean': '0', 'clip_ratio/high_max': '0', 'clip_ratio/region_mean': '0', 'step_time': '72.48', 'epoch': '4.469'}
